CUADRO DE CONTROL DE AVANCES TRABAJOS DE INTERCAMBIADORES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"“SERVICIO DE MANTENIMIENTO CON PARADA DE PLANTA Y EN OPERACIÓN DE LAS UNIDADES DE PROCESO DE LA GERENCIA REFINERIA DE BARRANCABERMEJA DE ECOPETROL S.A., UBICADA EN BARRANCABERMEJA, SANTANDER """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO No;;;;;;;;;;;ORDEN DE SERVICIO No;;;;;;;;;29;;;;;;;;;;;;;;;;;;;PLANTA;;;;;;;;;;AROMATICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;LADO TUBOS;LADO CASCO;UBICACIÓN;RETIRO;LAVADO;EDDY / IRIS;INSPECCION VISUAL;RT POST INSPECCIÓN;EJECUCIÓN RT;CAÑUELAS;REENTUBE;LIBERADO PARA INSTALAR;UBICACIÓN;RETIRO;LAVADO;LIMPIEZA PARA INSPECCION ;INSPECCION;RT POST INSPECCIÓN;EJECUCIÓN RT;EJECUCION ALCANCE;LIBERADO PARA INSTALAR;UBICACIÓN;RETIRO;LAVADO;LIMPIEZA PARA INSPECCION ;INSPECCION;RT POST INSPECCIÓN;EJECUCIÓN RT;EJECUCION ALCANCE;LIBERADO PARA INSTALAR;UBICACIÓN;RETIRO;LAVADO;LIMPIEZA PARA INSPECCION ;INSPECCION;RT POST INSPECCIÓN;EJECUCIÓN RT;EJECUCION ALCANCE;LIBERADO PARA INSTALAR;UBICACIÓN;RETIRO;LAVADO;INSPECCION;RT POST INSPECCIÓN;EJECUCIÓN RT;EJECUCION ALCANCE;LIBERADO PARA INSTALAR;LAVADO;LIMPIEZA PARA INSPECCION ;INSPECCION;RT POST INSPECCIÓN;EJECUCIÓN RT;EJECUCION ALCANCE;LIBERADO PARA INSTALAR HAZ;UBICACIÓN;RETIRO;LAVADO;LIMPIEZA PARA INSPECCION ;INSPECCION;RT POST INSPECCIÓN;EJECUCIÓN RT;EJECUCION ALCANCE;LIBERADO PARA INSTALAR;HAZ DE TUBOS;CANAL;TAPA CANAL;TCF Y ANILLOS / MEDIAS LUNAS;TAPA CASCO;LADO TUBOS;LADO CASCO;SOLDADURA DE SELLO;PINTURA ETERIOR;AISLAMIENTO ;RETIRO DE CIEGOS;RCA;;;;
1;U1300;E1301;MTTO GRAL CON INSTALACION DE BOQUILLAS LWN;BJU;298;REHERVIDOR FONDOS  T-1301;300;75;OK;OK;PLANTA;OK;;NA;;;;NA;;;PLANTA;OK;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;;;;NA;;;;34;4;14,0%;
2;U1300;E1309C;MTTO GRAL;;160;PRECALENTADOR DE CARGA A T-1304;"565
DIFERENCIAL 150";640;;;;;;NA;;;;NA;NA;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;;;NA;NA;;;;32;0;0,0%;
3;U1300;E1310 A;MTTO GRAL CON INSTALACION DE BOQUILLAS LWN Y RECUBRIMIENTO INTERIOR;AEU;172;ENFRIADOR A D-1304;97,5;540;OK;OK;PLANTA;OK;;NA;;;;NA;NA;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;;;;;;;;43;5;14,7%;
4;U1300;E1310B;MTTO GRAL CON INSTALACION DE BOQUILLAS LWN Y RECUBRIMIENTO INTERIOR;AEU;172;ENFRIADOR A D-1304;97,5;540;OK;OK;PLANTA;OK;;NA;;;;NA;NA;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;;;;;;;;43;5;14,7%;
5;U1300;E1312 A;PINTURA ETERNA;;200;CONDENSADOR DE LA T-1304;110;185;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;;3;0;0,0%;
6;U1300;E1312 B;PINTURA ETERNA;;200;CONDENSADOR DE LA T-1304;110;185;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;;3;0;0,0%;
7;U1300;E1317 A;MTTO GRAL, SANDBLASTING INTERIOR CON RECUBRIMIENTO Y RECUBRIMIENTO ETERIOR;;260;CONDENSADOR DE CIMA DE LA T-1305;115;300;OK;OK;;;;NA;;;;NA;NA;;OK;OK;;;;;;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;;;;;;;PLANTA;OK;;;;;;;;;;;;;;;;;NA;;;71;8;19,8%;
8;U1300;E1317 B;MTTO GRAL, SANDBLASTING INTERIOR CON RECUBRIMIENTO Y RECUBRIMIENTO ETERIOR;;260;CONDENSADOR DE CIMA DE LA T-1305;115;300;OK;OK;;;;NA;;;;NA;NA;;OK;OK;;;;;;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;;;;;;;PLANTA;OK;;;;;;;;;;;;;;;;;NA;;;71;8;19,8%;
9;U1300;"E1321
PACKINO";MTTO GRAL;;NA;PRECALENTADOR DE CARGA A H-1304;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;;;6;0;0,0%;
10;U1400;E1401 A;MTTO GRAL CON INSTALACION DE BOQUILLAS LWN;;339;ENFRIADOR DE SOLVENTE PRIMARIO;375;225;OK;OK;PLANTA;OK;;NA;;;;NA;NA;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;;;;;;;PLANTA;OK;;;;;;;;;;;;;;;;NA;;;;71;8;20,0%;
11;U1400;E1401 B;MTTO GRAL CON INSTALACION DE BOQUILLAS LWN;;339;ENFRIADOR DE SOLVENTE PRIMARIO;375;225;OK;OK;PLANTA;OK;;NA;;;;NA;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;;;;;;;PLANTA;OK;;;;;;;;;;;;;;;;NA;;;;72;8;20,0%;
12;U1400;E1403 A;MTTO GRAL CON CAMBIO DE UES;;7;ENFRIADOR DE REFINATO;420;420;OK;OK;PLANTA;OK;OK;NA;OK;NA;NA;NA;NA;;PLANTA;OK;OK;OK;OK;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;PLANTA;OK;OK;OK;;;;;;;;NA;NA;;;;;NA;;;;39;12;44,0%;
13;U1400;E1403 B;MTTO GRAL CON CAMBIO DE UES;;7;ENFRIADOR DE REFINATO;420;420;OK;OK;PLANTA;OK;OK;NA;OK;NA;NA;NA;NA;;PLANTA;OK;OK;OK;OK;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;PLANTA;OK;OK;OK;;;;;;;;NA;NA;;;;;NA;;;;39;12;44,0%;
14;U1400;E1403 C;MTTO GRAL CON CAMBIO DE UES;;7;ENFRIADOR DE REFINATO;420;420;OK;OK;PLANTA;OK;OK;NA;OK;NA;NA;NA;NA;;PLANTA;OK;OK;OK;OK;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;PLANTA;OK;OK;OK;;;;;;;;NA;NA;;;;;NA;;;;39;12;44,0%;
15;U1400;E1403 D;MTTO GRAL CON CAMBIO DE UES;;7;ENFRIADOR DE REFINATO;420;420;OK;OK;OK;OK;OK;NA;OK;NA;NA;NA;NA;;PLANTA;OK;OK;OK;OK;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;PLANTA;OK;OK;OK;;;;;;;;NA;NA;;;;;NA;;;;39;13;47,6%;
16;U1400;E1407;"MTTO GRAL
OMBLIGO T-1405";;418;REHERVIDOR DE LA T1405;750;NA;;;;;;NA;;;;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;NA;NA;NA;;;;N;NA;;;;33;0;0,0%;
17;U1400;E1408 A;MTTO CON CORRIENTES EDDY, SANDBLASTING Y RECUBRIMIENTO ETERIOR;;737;CONDENSADOR  COLUMNA  DE RECOBRO  T-1405;115;75;OK;OK;PATIO;OK;OK;;;;;NA;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;PLANTA;OK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;73;7;19,3%;
18;U1500;E1501A;MTTO GRAL;;2;PRECALENTADOR A TORRE DE ARCILLA;750;750;OK;OK;PLANTA;OK;;NA;;;;NA;NA;;PLANTA;OK;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;PLANTA;OK;;;;;;;;;;NA;NA;;;;NA;NA;;;;42;5;18,3%;
19;U1500;E1501B;MTTO GRAL;;2;PRECALENTADOR A TORRE DE ARCILLA;750;750;OK;OK;PLANTA;OK;;NA;;;;NA;NA;;PLANTA;OK;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;PLANTA;OK;;;;;;;;;;NA;NA;;;;NA;NA;;;;42;5;18,3%;
20;U1500;E1509;MTTO GRAL CON RELLENOS DE SOLDADURA;;330; REHERVIDOR  FRACCIONADOR DE ILENOS;650;65;OIK;OK;;;;NA;;;;NA;NA;;PLANTA;OK;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;;;NA;NA;;;;32;2;6,9%;
21;U1500;E1510;MTTO GRAL, SANDBLASTING INTERIOR CON RECUBRIMIENTO Y RECUBRIMIENTO ETERIOR;;310; CONDENSADOR / FRACCIONADOR / ILENOS  T- 1504;115;75;OK;OK;;;;NA;;;;NA;NA;;PLANTA;OK;;;;;;;;;OK;;;;;;;;;OK;;;;;;;;;OK;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;72;7;16,5%;
22;U1500;E1514;MTTO GRAL, SANDBLASTING INTERIOR CON RECUBRIMIENTO Y RECUBRIMIENTO ETERIOR;;82; CONDENSADOR  DE CIMA  DE  LA T-1505;115;75;;;;;;NA;;;;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;0;0,0%;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;TOTAL  PLANEADO;22;20;19;19;19;1;19;;;0;3;19;18;18;359765;18;;;14;;18;9;9;9;9;9;9;9;9;9;7;7;7;7;7;7;7;7;7;7;22;7;7;7;7;7;7;19;19;19;19;19;19;19;14;14;14;14;14;14;14;14;14;;;;;;;;;;;;;;;;
;;;;;;;;TOTAL  EJECUTADO;15;16;1;12;5;0;4;;;0;0;0;2;16;121;4;;;0;;0;0;8;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;4;0;0;0;0;0;;;;;;;;;;;;;;;;
;;;;;;;;% AVANCE;68%;80%;5%;63%;26%;0%;21%;;;#¡DIV/0!;0%;0%;11%;89%;103%;22%;;;0%;;0%;0%;89%;0%;0%;0%;0%;0%;0%;0%;0%;86%;0%;0%;0%;0%;0%;0%;0%;0%;#¡DIV/0!;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;79%;29%;29%;0%;0%;0%;0%;0%;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
